priority	domain	severity	finding	suggested_action	owner	status	blocks_20_50_if	source_file	resolution_note
P3	code_quality	comment	"A confirmatory subset that pre-specifies exactly the four tests **already known to be significant in the 1000-permutation pre-screen** is a circular pre-registration. The function of confirmatory testing is to test hypotheses that were proposed *before* seeing the data; here the hypothesis was selected *after* seeing the data (""smallest 1000-perm p-values were"", per Round 2 hardening report), then re-tested at higher resolution."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	code_quality	major	"Required action:** (a) Report whether any null permutation matched or exceeded the observed statistic (yes/no, count). If `count = 0`, report `p < 1/(n+1)` rather than the floor value. (b) Document the test family pre-registration timestamp, hash, and which tests were chosen before vs after the 1000-perm pass. (c) For genuinely confirmatory hypotheses, run independent permutations with `n ≥ 10⁵` so the resolution floor is below 0.001 / m_tests with comfortable margin. (d) Drop the framing ""10,000-permutation confirmatory subset"" and replace with ""high-resolution re-evaluation of the four 1000-perm-significant tests""."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	### F2. The CAF/Fibroblast vs Myeloid p-value flip is a high-leverage signal that is not diagnosed in the bundle. **[direct + inferred]	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	Cell type | Raw frustration score | Empirical p (10,000 perms) | BH-FDR	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	Myeloid | 0.1845 | 9.999e-05 | 0.0002	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	CAF has 2.3× the raw score of Myeloid but a p-value 100× larger and an FDR 80× larger. This is mathematically possible only if **the null distribution under sample-stratified permutation is much narrower for Myeloid than for CAF**. With 16 PDAC samples (Round 2 report), narrow-null behaviour for Myeloid is most plausibly explained by:	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	A small number of high-leverage samples driving the Myeloid score.	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	Or the Myeloid label-shuffle preserving a structural property (e.g., consistent within-sample Myeloid abundance) that makes the permuted nulls cluster.	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	"The bundle does not include leave-one-sample-out (LOSO) diagnostics for Myeloid, sample-level frustration variance, or the empirical null-distribution width per cell type. These are essential for interpreting the p-value flip. Without them, the headline statistic ""Myeloid empirical p = 9.999e-05 with sample-stratified permutation"" is at risk of being driven by 1–3 samples."	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	single_cell	major	"Required action:** Add LOSO Myeloid frustration ranking (drop each of 16 samples, re-rank, report the distribution of Myeloid rank). If the rank distribution is concentrated (Myeloid stays top in ≥ 14/16 LOSO runs), the signal is robust. If it shifts substantially (Myeloid drops below #3 in ≥ 4/16 LOSO runs), the manuscript must report this as a high-leverage finding, not a confirmatory signal. The bundle reports ""Myeloid top in 100/100 cell-bootstraps"" — which is **not** the same as sample-level robustness because cells within a sample are not exchangeable units of variation."	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	### F3. The pooled FDR family is not pre-specified anywhere in the visible documentation. **[direct]	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	statistics	major	"Round 1 review explicitly flagged this (`round1_review_response_matrix.tsv` row ""Statistics MAJOR — Global multiple-testing family is undefined""). Round 2 status (`fixed_round2_pooled_fdr_audit_script_added`) reports that a pooled FDR audit script was added (`scripts/build_pooled_fdr_audit.py` — visible in the source manifest, not in this content bundle). However, the bundle contains no:"	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	Definition of which test family BH is applied across.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	Whether per-dataset FDR, pooled-across-datasets FDR, or per-test-class FDR is used for the manuscript-facing numbers.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	"Different choices change the reported FDR by 10–100×. Without a documented family, the FDR claims throughout the manuscript (e.g., ""BH-FDR=0.0002"") are **not interpretable** because the multiple-testing correction depends on the family Mass."	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	Required action:** Add to Methods a paragraph specifying:	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	1. The exact test family for each BH-corrected statistic in the manuscript.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	4. A supplementary table listing every BH-corrected p-value, the family it belongs to, family size m, and the per-test BH threshold at α = 0.05.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	### F4. Comparator alignment is reported as point-estimate Spearman without confidence intervals or matched-condition evaluation. **[direct]	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	"> ""LRProductBaseline across 4 datasets, Spearman -0.0496 to 0.72; LIANA across 3 datasets, Spearman 0.0743 to 0.699; MechanisticTargetPrior across 3 datasets, Spearman 0.176 to 0.643; NicheNet across 3 datasets, Spearman 0.184 to 0.75."""	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	1. **No confidence intervals** on the Spearman correlations. With n = number of edges per dataset (likely 30–100 directed cell-type edges given 7–8 cell types), Spearman 0.07 has a 95% CI roughly (-0.2, 0.4), and Spearman 0.18 has a CI roughly (-0.1, 0.45). These are not different from zero or from each other. Reporting bare ρ values without CIs invites overinterpretation.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	methods	comment	"2. **No matched-condition comparison.** SheafSignal was run with sample-stratified permutations and 10⁴ perms; LIANA was run with `--n-perms 1000` (`README.md` line 399). NicheNet uses a ""project-curated TME ligand-target prior matrix, not a full pretrained NicheNet network benchmark"" (`README.md` line 458–460). Each comparator was run under tool-specific defaults, not matched conditions. The Spearman alignment is therefore a comparison of **method × configuration**, not method."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	"3. **No formal test of (non-)equivalence.** The manuscript claims ""alignment with existing communication evidence while preserving a distinct inconsistency-focused readout"" (abstract line 31–32). A formal claim of non-equivalence requires a permutation test that the SheafSignal vs comparator difference is greater than expected from noise. None is reported."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	"4. **Comparator scope is partial.** `COMPARATOR_SCOPE_REPORT.md` correctly notes that ""demo, Visium, GSE103322 and niche-DE remain outside primary comparator-completeness claims"". The boundary-setting is appropriate. But for a 20–50 IF venue, comparator coverage is what reviewers judge — partial coverage means partial defensibility."	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	methods	major	Required action:** (a) Add bootstrap 95% CI to every Spearman value. (b) Run SheafSignal and at least LIANA under **identical permutation budgets and identical inputs** for at least one dataset, and report a paired comparison on a held-out task. (c) Add a formal non-equivalence test (e.g., bootstrap test of `1 - |ρ|` for each pair). (d) State explicitly which comparator-method-dataset cells are completed and which are not, in a single table at the start of the comparator section.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	### F5. The bundle is internally inconsistent about whether the public release is complete; clean-clone reproducibility cannot be externally verified. **[direct, programmatically verified]	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	security_privacy	comment	"`manuscript/SHEAFSIGNAL_STATUS_DASHBOARD_2026-05-03.md` | 2026-05-03 | ""Submission infrastructure index: 44.5%. Final local decision: NO_GO for formal submission. Current live blocker: GitHub token has `repo` but not `workflow` scope; push rejected. Active release blockers: 7."""	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	The 24-hour gap between the dashboard and the distance report is consistent with the GitHub workflow-scope blocker being resolved overnight. But the bundle does not include:	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	`release/clean_clone_preflight/CLEAN_CLONE_PREFLIGHT_REPORT.md` (required per the index, **not in the bundle**).	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	`release/GIT_RELEASE_READINESS_REPORT.md` (required per the index, **not in the bundle**).	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	`release/RELEASE_METADATA_PLACEHOLDER_REPORT.md` (required per the index, **not in the bundle**).	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	`manuscript/FINAL_SUBMISSION_BLOCKERS.tsv` (required per the index, **not in the bundle**).	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	The repository at `github.com/healthgreat/SheafSignal` actually contains the release-tagged code claimed.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	The Zenodo DOI `10.5281/zenodo.20012189` actually resolves to a deposition matching the claimed SHA256.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	A clean-clone reproduction was actually performed against the public URL or only against a local export.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P0	reproducibility	fatal	For a reproducibility-centric methods paper, this is the most consequential gap. **A reviewer at any 20+ IF venue will fetch the GitHub URL and the Zenodo record before sending the manuscript out for review.** If those resources do not match the manuscript's claims, the desk-reject is automatic.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	code_quality	major	Required action:** (a) Restore the four missing reproducibility audits to the review bundle. (b) Provide a verifiable transcript of the clean-clone preflight: clone the public URL into a fresh container, install the locked environment from `envs/requirements-py311-lock.txt`, run `pytest -q`, run `make_publication_figures.py`, and attach the stdout/stderr log + final manifest hash to the bundle. (c) Confirm Zenodo DOI resolution publicly and provide the matching SHA256 in the manuscript Data Availability section.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	## 3. Are permutation / FDR / bootstrap analyses enough for the claims being made?	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	Sample-stratified permutation at n=1000 for the per-dataset main analyses is a defensible default.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	Bootstrap stability of Myeloid as the top frustration source over cell resampling (100/100, median 0.9176, 95% interval 0.9110–0.9241) is appropriately reported as **computational stability**, not biological robustness.	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	BH-FDR is the right correction family in principle.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	security_privacy	comment	Sample-level robustness diagnostics are missing.** See F2 — leave-one-sample-out across 16 samples is the natural unit of variation for a multi-patient, multi-lesion dataset.	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	The pooled FDR family is not specified.** See F3 — without it, every BH-corrected number in the manuscript is non-interpretable.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	Sample-level mixed-effect models on the residual rather than label permutation alone.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	## 4. Is comparator coverage adequate for the stated manuscript scope?	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	Partially. The scope-gating is rigorous, but the comparator analysis itself is descriptive rather than evaluative.	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	The scope gate (`COMPARATOR_SCOPE_REPORT.md`) restricts primary comparator claims to GSE72056, GSE154778, and GSE176078 with LRProductBaseline, LIANA, MechanisticTargetPrior, bounded NicheNet, CellPhoneDB, and CellChat. This is honest scope-setting.	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	1. The current manuscript text (lines 142–156) summarises only LRProductBaseline, LIANA, MechanisticTargetPrior, and NicheNet alignments. CellPhoneDB and CellChat — explicitly mentioned in the scope gate as completed — are not in the manuscript Spearman summary. Either include them in the summary, or explain why they were excluded from the Results paragraph.	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	"2. The comparator section makes only a non-equivalence claim (""not merely a relabelled ligand-receptor product score""). It makes no **superiority claim** — which is correct — but it also does not run any task on which comparators can be **evaluated** (recovery of a known LR pair, prediction of a held-out perturbation, agreement with a curated ground truth). Without an evaluation task, the comparator section is correlation reporting, not benchmarking."	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	methods	comment	"3. NicheNet is bounded to ""nichenetr scoring engine with project-curated TME prior matrix, not a full pretrained NicheNet network benchmark"" (`README.md` line 458–460). This is honest, but it means the NicheNet alignment numbers are **NicheNet-the-engine, not NicheNet-the-method-as-published**. A reviewer with a CCC background will register that this is a custom configuration, not a like-for-like comparison."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	comparators	major	"Required action:** Either (a) expand the comparator section to include a task-based evaluation (recovery of a curated CCC interaction, held-out prediction, etc.), or (b) explicitly retitle the section as ""Comparator alignment (descriptive)"" and reduce the manuscript-level interpretation accordingly."	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	## 5. Can the public GitHub / Zenodo release support reproducibility review?	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	A claim that GitHub URL (`github.com/healthgreat/SheafSignal`) and Zenodo DOI (`10.5281/zenodo.20012189`) are minted and inserted (`IF20_50_DISTANCE_REPORT.md`, `EXTERNAL_AI_REVIEW_ROUTING_2026-05-04.md`).	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	A dashboard with the GitHub workflow-scope problem unresolved as of 2026-05-03.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	The clean-clone preflight report.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	reproducibility	comment	The release metadata placeholder report (which would confirm DOI placeholders are replaced).	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	A log of any externally-verifiable test that the public URLs work.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	code_quality	major	Required for confidence:** A clean-clone reviewer reproducibility test from outside the author's machine. The bundle's `docs/reviewer_reproducibility_quickstart.md` is referenced but not included. The bundle's GitHub release authorization scripts are referenced but not runnable from this content alone.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	A practical test for reviewers: clone `https://github.com/healthgreat/SheafSignal` at the v0.1.0 tag, verify SHA256 matches the source-code review bundle hash (`3f08b5614378167b91c6a853dc640399aaef20e99f6f81beeb1609e24c67f905` per the routing document), install the locked environment, run `pytest -q`, and run the demo. If any step fails, reproducibility claims are not externally verifiable.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	I have not performed this test in this review.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	## 6. What exact statistical or reproducibility claims must be downgraded?	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	Current claim (location) | Required action	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	"`SCI_MANUSCRIPT_V2_POLISHED.md` line 134–137: ""BH-FDR=0.0002 with 10,000 sample-stratified permutations"" | Add: ""(BH-FDR is at the resolution floor of the 10,000-permutation design; the test family used for BH correction is [explicit family])""."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	"`SCI_MANUSCRIPT_V2_POLISHED.md` line 145: ""Spearman -0.0496 to 0.72"" without CIs | Add bootstrap 95% CIs for every Spearman; state the `n` (number of edges) per dataset."	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	single_cell	comment	"`README.md` lines 753–755: ""Myeloid remains the top frustration source in 100/100 resamples, with median frustration score 0.9176 and a 2.5%-97.5% bootstrap interval of 0.9110-0.9241"" | Reframe explicitly: ""100/100 cell-level bootstrap resamples maintain Myeloid as top, but cell-level bootstrap does not address sample-level robustness; see leave-one-sample-out diagnostic in [supplement]."""	Map concern to annotation validation, claim gating, and sample-level robustness outputs.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P1	general	major	"`EXTERNAL_AI_REVIEW_ROUTING_2026-05-04.md`: ""Decision: SHAREABLE_REVIEW_BUNDLE_READY"", ""Missing required files: 0"" | Fix the bundle generator to actually verify file presence. As shipped, 11 of 22 files declared `required=yes` in the bundle's own index are absent. (See bundle integrity finding flagged across all three reviews.)"	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	"Comparator alignment paragraph (lines 142–156): ""shows alignment with existing communication evidence while preserving a distinct inconsistency-focused readout"" | Add: ""Alignment is assessed by Spearman correlation under tool-specific default configurations; matched-condition comparator evaluation is not provided."""	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	comparators	comment	PLOS Computational Biology** — accepts honest methods with descriptive comparator analysis.	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	journal_fit	comment	Genome Biology** (~12 IF) — strong on reproducibility; will accept descriptive comparators if statistics are tight.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	journal_fit	comment	Cell Reports Methods** (~5 IF) — accepts a methods paper with cancer-context replication once stats are pre-registered.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
